楼盘名称,租赁方式,户型,面积,朝向,房租,更新时间,采集时间,城市,区域,街道或片区,地段,地址,公交站,主图链接,楼盘详情链接,页面网址,标签
"安贞西里一区精装一居室,安贞医院,安贞门旁边",整租,1室1厅,50㎡,朝南,6300元/月,,2018-11-02 21:40:42,北京,朝阳,安贞,安贞西里,朝阳-安贞-安贞西里,距8号线安华桥站约324米，距安贞桥西公交站约558米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419396346_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利
安华里 安贞桥 北三环 环球贸易中心 朝南主卧室,合租主卧,2户合租,20㎡,朝南,3400元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,安华里,朝阳-安贞-安华里,距安贞桥北公交站约764米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419468830_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/采光好
8号线安德里北街站 安定门外大街 温馨单间 随时看房 月底甩租,合租次卧,4户合租,10㎡,朝南,1700元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,安华里,朝阳-安贞-安华里,距安贞桥北公交站约764米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_418405532_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/采光好/周边配套齐
"精装两居次卧,可签一年,看房随时,有钥匙,随时入住。",合租次卧,2户合租,12㎡,朝北,2800元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,安华里,朝阳-安贞-安华里,距安贞桥北公交站约764米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_418871225_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐
国典华园 北3环 安贞门 安贞桥 环宇荟 精装大客厅 2居室,整租,2室1厅,124㎡,朝南,11300元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,国典华园,朝阳-安贞-国典华园,距10号线安贞门站约581米，距安贞桥北公交站约763米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419185875_1.htm,http://zu.fang.com/house-a01-b01121/i33/,首次出租/交通便利/全装全配
安贞门 安贞里一区 精装修两居室 随时看房 欢迎来电,整租,2室1厅,54㎡,朝南,8000元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,安贞里,朝阳-安贞-安贞里,距10号线安贞门站约560米，距安贞桥北公交站约400米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419458314_1.htm,http://zu.fang.com/house-a01-b01121/i33/,
,,,,,,,2018-11-02 21:40:43,北京,朝阳,安贞,,,,,,http://zu.fang.com/house-a01-b01121/i33/,
"精装三居,照片实景拍摄,随时入住,可签一年!",整租,3室1厅,75㎡,朝南,10000元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,安华里,朝阳-安贞-安华里,距安贞桥北公交站约764米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417226765_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/采光好
"城市出品朝西向大开间精装修,5和平西桥站出行便利",整租,1室1厅,65㎡,朝西,7000元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,城市出品,朝阳-安贞-城市出品,距5号线和平西桥站约549米，距安贞桥北公交站约542米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419426157_1.htm,http://zu.fang.com/house-a01-b01121/i33/,
安贞桥西 安华西里精装大三居室 双南一北 面积很大 临地铁,整租,3室1厅,85㎡,朝南,9400元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,安华西里,朝阳-安贞-安华西里,距8号线安华桥站约795米，距安贞桥北公交站约633米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419251167_1.htm,http://zu.fang.com/house-a01-b01121/i33/,周边配套齐/全装全配/南北通透
外馆斜街 安华西里精装一居室出租 装修还行 很干净的 随时看房,整租,1室1厅,45㎡,朝南,5600元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,外馆东街50号院,朝阳-安贞-外馆东街50号院,距8号线安德里北街站约922米，距安贞桥北公交站约850米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419250773_1.htm,http://zu.fang.com/house-a01-b01121/i33/,周边配套齐/采光好/全装全配
胜古北里 2室1厅80平米 精装修 急租,整租,2室1厅,80㎡,朝南,8000元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,胜古北里,朝阳-安贞-胜古北里,距5号线惠新西街南口站约345米，距安贞桥北公交站约926米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419175781_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/全装全配
胜古南里精装业主婚房装修两居室 5/10号线 看房随时,整租,2室1厅,60㎡,朝南,6600元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,胜古南里,朝阳-安贞-胜古南里,距5号线和平西桥站约465米，距安贞桥北公交站约706米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419311132_1.htm,http://zu.fang.com/house-a01-b01121/i33/,南北通透/首次出租/全装全配
安贞西里8号线安华桥/10号线北土城附近、一居室业主直租,整租,1室1厅,50㎡,朝南,5800元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,安贞西里,朝阳-安贞-安贞西里,距8号线安华桥站约324米，距安贞桥西公交站约558米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419274836_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/采光好
"和平街十四区温馨两居室,随时看房",整租,2室1厅,65㎡,朝南,6600元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,和平街十四区,朝阳-安贞-和平街十四区,距13号线柳芳站约682米，距地铁柳芳站公交站约542米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417911583_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/采光好
"精装南北通透大客厅一居,照片实景 好的房子哦!",整租,1室2厅,48㎡,朝南,6100元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,外馆西街小区,朝阳-安贞-外馆西街小区,距8号线安华桥站约645米，距安华桥南公交站约545米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418779031_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/采光好
业主直租 双南向低楼层 两居室,整租,2室1厅,54㎡,朝南,7000元/月,,2018-11-02 21:40:43,北京,朝阳,安贞,胜古北里,朝阳-安贞-胜古北里,距5号线惠新西街南口站约345米，距安贞桥北公交站约926米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418912068_1.htm,http://zu.fang.com/house-a01-b01121/i33/,
和平街十四区171 柳芳地铁站旁 精装南北通透两居,整租,2室1厅,65㎡,朝南,7000元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,和平街十四区,朝阳-安贞-和平街十四区,距13号线柳芳站约682米，距地铁柳芳站公交站约542米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417791556_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/采光好/南北通透
新上国典华园 两居室出租 有钥匙 随时看,整租,2室1厅,105㎡,朝西,13800元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,国典华园,朝阳-安贞-国典华园,距10号线安贞门站约581米，距安贞桥北公交站约763米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417920631_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/全装全配
安华西里 安华桥 两居室 3层 南北通透,整租,2室1厅,58㎡,朝南,6500元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,安华西里,朝阳-安贞-安华西里,距8号线安华桥站约795米，距安贞桥北公交站约633米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418692450_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/采光好
和平西桥 精装修 双南 带客厅两居室 有钥匙 随时看房,整租,2室1厅,60㎡,朝南,8300元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,胜古南里,朝阳-安贞-胜古南里,距5号线和平西桥站约465米，距安贞桥北公交站约706米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419350782_1.htm,http://zu.fang.com/house-a01-b01121/i33/,
安华西里一区 口8号线 边上精装两居室,整租,2室1厅,62㎡,朝西,8000元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,安华西里,朝阳-安贞-安华西里,距8号线安华桥站约795米，距安贞桥北公交站约633米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418102925_1.htm,http://zu.fang.com/house-a01-b01121/i33/,全装全配/南北通透/交通便利
安贞医院 地铁北土城 华联商厦 环宇荟 安贞西里二区一居,整租,1室1厅,45㎡,朝南,5000元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,安贞西里,朝阳-安贞-安贞西里,距8号线安华桥站约324米，距安贞桥西公交站约558米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419430240_1.htm,http://zu.fang.com/house-a01-b01121/i33/,
胜古家园北三环 10号线 安贞门站 环宇荟,整租,2室1厅,60㎡,朝东,7500元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,安贞西里,朝阳-安贞-安贞西里,距8号线安华桥站约324米，距安贞桥西公交站约558米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419409639_1.htm,http://zu.fang.com/house-a01-b01121/i33/,首次出租/交通便利/全装全配
国典华园 社区 地铁5号线和平西桥 精装2室1厅,整租,2室1厅,104㎡,朝东,11000元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,国典华园,朝阳-安贞-国典华园,距10号线安贞门站约581米，距安贞桥北公交站约763米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419348105_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐
北三环安贞桥胜古南里 次卧室精装修,合租次卧,3户合租,20㎡,朝南,2800元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,胜古南里,朝阳-安贞-胜古南里,距5号线和平西桥站约465米，距安贞桥北公交站约706米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419231130_1.htm,http://zu.fang.com/house-a01-b01121/i33/,采光好/全装全配
"城市出品大开间,5号线和平西桥站,出行便利",整租,1室1厅,55㎡,朝东,7000元/月,,2018-11-02 21:40:44,北京,朝阳,安贞,城市出品,朝阳-安贞-城市出品,距5号线和平西桥站约549米，距安贞桥北公交站约542米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419400362_1.htm,http://zu.fang.com/house-a01-b01121/i33/,交通便利/周边配套齐/采光好
北三环 安贞门 安贞桥 环宇荟 国典华园精装大客厅二居室!,整租,2室1厅,124㎡,朝南,12500元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,国典华园,朝阳-安贞-国典华园,距10号线安贞门站约581米，距安贞桥北公交站约763米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419179670_1.htm,http://zu.fang.com/house-a01-b01121/i34/,
北三环 安贞门 安定路精装一居室 业主直租 好房不等人,整租,1室1厅,50㎡,朝西,6500元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,安定路小区,朝阳-安贞-安定路小区,距10号线安贞门站约617米，距安贞桥北公交站约338米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419438240_1.htm,http://zu.fang.com/house-a01-b01121/i34/,首次出租/南北通透/全装全配
安华西里 安华桥 四居室出租 家电家具齐全,整租,4室1厅,90㎡,朝南,9000元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,安华西里,朝阳-安贞-安华西里,距8号线安华桥站约795米，距安贞桥北公交站约633米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419221062_1.htm,http://zu.fang.com/house-a01-b01121/i34/,交通便利/周边配套齐/采光好
"城市出品朝西向大开间精装修,5和平西桥站出行便利",整租,1室1厅,65㎡,朝西,7000元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,城市出品,朝阳-安贞-城市出品,距5号线和平西桥站约549米，距安贞桥北公交站约542米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419393008_1.htm,http://zu.fang.com/house-a01-b01121/i34/,交通便利/全装全配/周边配套齐
安贞安华西里两居室7600安华桥北土城有钥匙精装修两居室,整租,2室1厅,65㎡,朝南,7600元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,安贞西里,朝阳-安贞-安贞西里,距8号线安华桥站约324米，距安贞桥西公交站约558米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419187104_1.htm,http://zu.fang.com/house-a01-b01121/i34/,全装全配/首次出租/周边配套齐
8号线安华桥 安华西里 木偶剧院 青年湖公园,整租,2室1厅,50㎡,朝南,6700元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,安华西里,朝阳-安贞-安华西里,距8号线安华桥站约795米，距安贞桥北公交站约633米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418892009_1.htm,http://zu.fang.com/house-a01-b01121/i34/,交通便利/周边配套齐/首次出租
"安华里五区1层的南北一居室,柳荫公园,外馆斜街",整租,1室1厅,59㎡,朝南,6000元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,安华里,朝阳-安贞-安华里,距安贞桥北公交站约764米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417705287_1.htm,http://zu.fang.com/house-a01-b01121/i34/,交通便利/周边配套齐/采光好
北三环 安贞里 安贞 元大都公园 精装大一居 环宇荟,整租,1室1厅,50㎡,朝南,5888元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,安贞里,朝阳-安贞-安贞里,距10号线安贞门站约560米，距安贞桥北公交站约400米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419293187_1.htm,http://zu.fang.com/house-a01-b01121/i34/,首次出租/全装全配/南北通透
国典花园 惠新西街南口精装南北三居室 精装修 出租,整租,3室2厅,155㎡,朝南,16000元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,国典华园,朝阳-安贞-国典华园,距10号线安贞门站约581米，距安贞桥北公交站约763米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419367877_1.htm,http://zu.fang.com/house-a01-b01121/i34/,交通便利/全装全配/南北通透
"和平街十四区精装两居,交通便利随时看房",整租,2室1厅,65㎡,朝南,6600元/月,,2018-11-02 21:40:51,北京,朝阳,安贞,和平街十四区,朝阳-安贞-和平街十四区,距13号线柳芳站约682米，距地铁柳芳站公交站约542米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417913720_1.htm,http://zu.fang.com/house-a01-b01121/i34/,
,,,,,,,2018-11-02 21:40:51,北京,朝阳,安贞,,,,,,http://zu.fang.com/house-a01-b01121/i34/,
"安华里社区三居出租,带电梯,8号安华桥站",整租,3室1厅,86㎡,朝南,9000元/月,,2018-11-02 21:40:52,北京,朝阳,安贞,安华里,朝阳-安贞-安华里,距安贞桥北公交站约764米。,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418912077_1.htm,http://zu.fang.com/house-a01-b01121/i34/,
外馆西街 安华西里精装一居室 真实图片 随时看房 可长签,整租,1室1厅,50㎡,朝南,5600元/月,,2018-11-02 21:40:52,北京,朝阳,安贞,安华西里,朝阳-安贞-安华西里,距8号线安华桥站约795米，距安贞桥北公交站约633米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419296039_1.htm,http://zu.fang.com/house-a01-b01121/i34/,周边配套齐/全装全配/首次出租
"城市出品环球贸易中心,适合白领情侣,小区环境好",整租,1室1厅,55㎡,朝南,7000元/月,,2018-11-02 21:40:52,北京,朝阳,安贞,城市出品,朝阳-安贞-城市出品,距5号线和平西桥站约549米，距安贞桥北公交站约542米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419457779_1.htm,http://zu.fang.com/house-a01-b01121/i34/,
"温馨舒适的装修 家的感觉 胜古馨园 元芳,就这套吧",整租,2室2厅,142㎡,朝南,16000元/月,,2018-11-02 21:40:52,北京,朝阳,安贞,胜古馨园,朝阳-安贞-胜古馨园,距5号线和平西桥站约552米，距安贞桥北公交站约651米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417604196_1.htm,http://zu.fang.com/house-a01-b01121/i34/,
安贞医院 地铁北土城 华联商厦 环宇荟 安贞西里二区一居,整租,1室1厅,45㎡,朝南,5000元/月,,2018-11-02 21:40:52,北京,朝阳,安贞,安贞西里,朝阳-安贞-安贞西里,距8号线安华桥站约324米，距安贞桥西公交站约558米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419430286_1.htm,http://zu.fang.com/house-a01-b01121/i34/,
